,song_id,input,reference,baseline_output,finetuned_output
584,5086246,"That shit don't bother me at all (No)
She say I'm too insensitive (Wait)
With her feelings empty inside (Ooh)
That shit don't bother me no more
Say it, L-O-V-E
I see I'm right back where I started (Ooh)
Started back where I started
Started, babe, oh",(At the beginning),"That shit don't bother me at all (No)
She say I'm too insensitive (Wait)
With her feelings empty inside (Ooh)
That shit don't bother me no more
Say it, L-O-V-E
I see I'm right back where I started (Ooh)
Started back where I started
Started, babe, oh yeah
Started back where I started
Started back where I started
Started back where","That shit don't bother me at all (No)
She say I'm too insensitive (Wait)
With her feelings empty inside (Ooh)
That shit don't bother me no more
Say it, L-O-V-E
I see I'm right back where I started (Ooh)
Started back where I started
Started, babe, oh
Started back where I started
Started, babe, oh
Started back where I"
585,2849802,"Flashback
Take it slow
Breathe in
Take it slow
So tell me
What's happenin' to me?
Emergency
Of global warming",But you're so destructive,"Flashback
Take it slow
Breathe in
Take it slow
So tell me
What's happenin' to me?
Emergency
Of global warming?
What's happenin' to me?","Flashback
Take it slow
Breathe in
Take it slow
So tell me
What's happenin' to me?
Emergency
Of global warming
I don't know
I don't know
I don't know
I don't know"
586,2949313,"How do I tell you to when it's just all a lie?
I don't even need you now, feel like I'm living to stay
When we get closer, I love you
But when it's all over, don't love ya no more
I say fuck it's, it's fucked up
No baby, it's all fucked up
Don't even need to have to say go
Get your highs and your leather, take off","'Cause I just wanna take you there, baby","How do I tell you to when it's just all a lie?
I don't even need you now, feel like I'm living to stay
When we get closer, I love you
But when it's all over, don't love ya no more
I say fuck it's, it's fucked up
No baby, it's all fucked up
Don't even need to have to say go
Get your highs and your leather, take off your clothes
It's all fucked up
I say fuck it's, it's fucked up","How do I tell you to when it's just all a lie?
I don't even need you now, feel like I'm living to stay
When we get closer, I love you
But when it's all over, don't love ya no more
I say fuck it's, it's fucked up
No baby, it's all fucked up
Don't even need to have to say go
Get your highs and your leather, take off your clothes
I don't even need you now, feel like I'm living to stay
When"
587,795923,"Can I take y'all back to '95 real quick?
I know some of y'all might remember this song right here
And it goes like this
Your love is wonderful, yeah, yeah
And I, I don't wanna lose you
So baby
Soon as I get home
I'll make it up to you","Baby, I'll do what I gotta do","Can I take y'all back to '95 real quick?
I know some of y'all might remember this song right here
And it goes like this
Your love is wonderful, yeah, yeah
And I, I don't wanna lose you
So baby
Soon as I get home
I'll make it up to you
I'll make it up to you
I'll make it up to you
I'll make","Can I take y'all back to '95 real quick?
I know some of y'all might remember this song right here
And it goes like this
Your love is wonderful, yeah, yeah
And I, I don't wanna lose you
So baby
Soon as I get home
I'll make it up to you
Soon as I get home
I'll make it up to you
Soon as I get home"
588,3351950,"Bye bye girl
I don't need you anymore
Broke up with 4 words
I don't want you
Now you know the rest (bye bye hoe)
Bye bye I don't love you
Bye bye you a hoe
I broke up with a text",Hate you girl your a hoe,"Bye bye girl
I don't need you anymore
Broke up with 4 words
I don't want you
Now you know the rest (bye bye hoe)
Bye bye I don't love you
Bye bye you a hoe
I broke up with a text
I don't need you anymore
Broke up with 4 words
I don't want you","Bye bye girl
I don't need you anymore
Broke up with 4 words
I don't want you
Now you know the rest (bye bye hoe)
Bye bye I don't love you
Bye bye you a hoe
I broke up with a text
I don't want you
Now you know the rest (bye bye hoe)
By"
589,3311465,"Take a sip, loosen up
You don't gotta be afraid, no
You can free your mind
Promise I won't judge
I don't see nothing wrong with being honest
We don't need you overthinking
Open up, no holding back
It's better that way",Can you tell me what I can't see,"Take a sip, loosen up
You don't gotta be afraid, no
You can free your mind
Promise I won't judge
I don't see nothing wrong with being honest
We don't need you overthinking
Open up, no holding back
It's better that way
It's better that way
It's better that way","Take a sip, loosen up
You don't gotta be afraid, no
You can free your mind
Promise I won't judge
I don't see nothing wrong with being honest
We don't need you overthinking
Open up, no holding back
It's better that way
You don't gotta be afraid, no
You can free your mind
Promise I won"
590,3123451,"I'll wait a little longer
We're weak and getting stronger
I know it's taking the time to heal
We'll be unstoppable
Don't know what I did it for
I needed to know that it was always real
Ooh, our heads held high when we walk down the line, honey
On and on through the clear night sky","Oh, let's be at peace, we'll fly","I'll wait a little longer
We're weak and getting stronger
I know it's taking the time to heal
We'll be unstoppable
Don't know what I did it for
I needed to know that it was always real
Ooh, our heads held high when we walk down the line, honey
On and on through the clear night sky","I'll wait a little longer
We're weak and getting stronger
I know it's taking the time to heal
We'll be unstoppable
Don't know what I did it for
I needed to know that it was always real
Ooh, our heads held high when we walk down the line, honey
On and on through the clear night sky
I'll wait a little longer
We're weak and getting stronger
I know it's taking"
591,322350,"It's time to say goodbye
It's time to say goodbye
It's time to say goodbye
It's over now, it's time to say goodbye
Is there a reason why our love could not last?
I ask, was it too strong for you to hold on, pretty lady?
I thought we had a master plan
But it takes a stronger man to walk away",Than to watch our love fade away,"It's time to say goodbye
It's time to say goodbye
It's time to say goodbye
It's over now, it's time to say goodbye
Is there a reason why our love could not last?
I ask, was it too strong for you to hold on, pretty lady?
I thought we had a master plan
But it takes a stronger man to walk away
It's time to say goodbye
It's time to say goodbye
It's time to say","It's time to say goodbye
It's time to say goodbye
It's time to say goodbye
It's over now, it's time to say goodbye
Is there a reason why our love could not last?
I ask, was it too strong for you to hold on, pretty lady?
I thought we had a master plan
But it takes a stronger man to walk away
It's time to say goodbye
It's time to say goodbye
It's time to say"
592,3943977,"Yesterday I was
Half the man I used to be
Oh, maybe that's because
You're the other helf of me
Like the spring in bloom
The summer of our love is soon
Every bird will sing
The melody of our love tune",Send down from above,"Yesterday I was
Half the man I used to be
Oh, maybe that's because
You're the other helf of me
Like the spring in bloom
The summer of our love is soon
Every bird will sing
The melody of our love tune","Yesterday I was
Half the man I used to be
Oh, maybe that's because
You're the other helf of me
Like the spring in bloom
The summer of our love is soon
Every bird will sing
The melody of our love tune
Oh, maybe that's because
You're the otherhelf of me
Like the spring"
593,1146889,"Yeah, I wanna know how you want it
Can you tell me?
We pulled up in a fifteen stretch limo
Once we gettin' in the club, we gon' scout solo
My boys say we gotta go upstairs
About fifty situations, and you're not up there
Teesha, Ranesha, Pamela, Renee
I'm the king of the night, I'm 'bout to have it my way",Girls lookin' good up in VIP,"Yeah, I wanna know how you want it
Can you tell me?
We pulled up in a fifteen stretch limo
Once we gettin' in the club, we gon' scout solo
My boys say we gotta go upstairs
About fifty situations, and you're not up there
Teesha, Ranesha, Pamela, Renee
I'm the king of the night, I'm 'bout to have it my way
I'm the king of the night, I'm 'bout to have it my way","Yeah, I wanna know how you want it
Can you tell me?
We pulled up in a fifteen stretch limo
Once we gettin' in the club, we gon' scout solo
My boys say we gotta go upstairs
About fifty situations, and you're not up there
Teesha, Ranesha, Pamela, Renee
I'm the king of the night, I'm 'bout to have it my way
I'm the king of the night, I'm 'bout to have it my way
"
594,986375,"Your love is fadin', I feel it fade
Ah, your love is fadin', I feel it fade
Ah, your love is fadin', woman I feel it fade
Ah, woman, woman your touch, your touch has gone cold
As if someone else controls your very soul
I've fooled myself long as I can
Can feel the presence of another man
It's there when you speak my name",It's just not the same,"Your love is fadin', I feel it fade
Ah, your love is fadin', I feel it fade
Ah, your love is fadin', woman I feel it fade
Ah, woman, woman your touch, your touch has gone cold
As if someone else controls your very soul
I've fooled myself long as I can
Can feel the presence of another man
It's there when you speak my name
I've fooled myself long as I can
Can feel the presence of another man","Your love is fadin', I feel it fade
Ah, your love is fadin', I feel it fade
Ah, your love is fadin', woman I feel it fade
Ah, woman, woman your touch, your touch has gone cold
As if someone else controls your very soul
I've fooled myself long as I can
Can feel the presence of another man
It's there when you speak my name
It's there when you speak my name
It's there when you speak my name
It"
595,3279675,"Don't worry 'bout your party
Don't worry 'bout no party
Oh, no worry 'bout the party
There's gonna losen up your mind to
Dance
Just dance
Dance it all away, away
Just dance",Just dance,"Don't worry 'bout your party
Don't worry 'bout no party
Oh, no worry 'bout the party
There's gonna losen up your mind to
Dance
Just dance
Dance it all away, away
Just dance it all away, away","Don't worry 'bout your party
Don't worry 'bout no party
Oh, no worry 'bout the party
There's gonna losen up your mind to
Dance
Just dance
Dance it all away, away
Just dance
Dance it all away, away
Just dance
Dance it all away, away
"
596,3271659,"What do I have to do to get to you?
What do I have to say to make you mine?
No text or call could show you what I'll do
So put the phone down, girl, and come by
Show me what it is you need
Show me what my eyes don't see
Baby, I could let you breathe
Baby, I could let you live",Show me what you want from me,"What do I have to do to get to you?
What do I have to say to make you mine?
No text or call could show you what I'll do
So put the phone down, girl, and come by
Show me what it is you need
Show me what my eyes don't see
Baby, I could let you breathe
Baby, I could let you live
Baby, I could let you sleep
Baby, I could let you dream
Baby, I","What do I have to do to get to you?
What do I have to say to make you mine?
No text or call could show you what I'll do
So put the phone down, girl, and come by
Show me what it is you need
Show me what my eyes don't see
Baby, I could let you breathe
Baby, I could let you live
Show me what it is you need
Show me what my eyes don't see
Baby,"
597,3387058,"So now that we are just a memory
In the wake of a tale that is done
What we’ve known to be love is now history
Even though we have not said goodbye
Even though we have not said goodbye
Words can not say what U mean to me
Such a dream that U would feel the same
There’s a fantasy now where reality used to be",Even though we have not said goodbye,"So now that we are just a memory
In the wake of a tale that is done
What we’ve known to be love is now history
Even though we have not said goodbye
Even though we have not said goodbye
Words can not say what U mean to me
Such a dream that U would feel the same
There’s a fantasy now where reality used to be
A dream that U would feel the same","So now that we are just a memory
In the wake of a tale that is done
What we’ve known to be love is now history
Even though we have not said goodbye
Even though we have not said goodbye
Words can not say what U mean to me
Such a dream that U would feel the same
There’s a fantasy now where reality used to be
And it’s all because of U
And it’s all because of U"
598,2711957,"Something to nothing
I see you fill your time with some consumption
You must be discontent, I can't say nothing
How long did it take till you gave up hunting
Nuhnunuh...
I saw your story on a Thursday you were going up
Life was going down since, class clown days
And your friends nah they ain't been around, they","Been getting on with life or as some say, selling out, look at all the downgrades","Something to nothing
I see you fill your time with some consumption
You must be discontent, I can't say nothing
How long did it take till you gave up hunting
Nuhnunuh...
I saw your story on a Thursday you were going up
Life was going down since, class clown days
And your friends nah they ain't been around, they don't know what you're talking about
I saw your story on a Thursday you were going up","Something to nothing
I see you fill your time with some consumption
You must be discontent, I can't say nothing
How long did it take till you gave up hunting
Nuhnunuh...
I saw your story on a Thursday you were going up
Life was going down since, class clown days
And your friends nah they ain't been around, they ain't been around
I saw your story on a Thursday you were going up
Life was going"
599,7380765,"Yeah
Ooh-ooh-ooh-ooh-ooh, oh
Nothing's ever guaranteed
Nothing's ever guaranteed
Why put yourself through agony
When nothing's ever guaranteed?
There's no love in San Marissa, California
The sun's up, but you can't even trust the air",We could hit waves together,"Yeah
Ooh-ooh-ooh-ooh-ooh, oh
Nothing's ever guaranteed
Nothing's ever guaranteed
Why put yourself through agony
When nothing's ever guaranteed?
There's no love in San Marissa, California
The sun's up, but you can't even trust the air
You can't even trust the sun's up, but you can't even trust the air","Yeah
Ooh-ooh-ooh-ooh-ooh, oh
Nothing's ever guaranteed
Nothing's ever guaranteed
Why put yourself through agony
When nothing's ever guaranteed?
There's no love in San Marissa, California
The sun's up, but you can't even trust the air
You can't even trust the air
You can't even trust the air
You can't"
600,396904,"One of these mornings
Won't be very long
You will look for me
And I'll be gone
One of these mornings
Won't be very long
You will look for me
And I'll be gone",One of these mornings,"One of these mornings
Won't be very long
You will look for me
And I'll be gone
One of these mornings
Won't be very long
You will look for me
And I'll be gone","One of these mornings
Won't be very long
You will look for me
And I'll be gone
One of these mornings
Won't be very long
You will look for me
And I'll be gone
One of these mornings
Won't be very long
You will look for me
And"
601,1762793,"Ooh
Oh, oh
Last night, we had an argument
Oh, oh yes, we did
Although, baby (Baby, baby), the things I said
I never meant
Girl (Girl), I'm so sorry (I'm so sorry)
That I broke your tender heart",For we've come too far to end it now,"Ooh
Oh, oh
Last night, we had an argument
Oh, oh yes, we did
Although, baby (Baby, baby), the things I said
I never meant
Girl (Girl), I'm so sorry (I'm so sorry)
That I broke your tender heart (I'm so sorry)","Ooh
Oh, oh
Last night, we had an argument
Oh, oh yes, we did
Although, baby (Baby, baby), the things I said
I never meant
Girl (Girl), I'm so sorry (I'm so sorry)
That I broke your tender heart
I'm so sorry (I'm so sorry)
I'm so sorry (I'm so"
602,1464838,"Well I don't live like a king
And I don't drive a big car
The gypsy woman was right
When she said I would go far
Just wait on time, baby
I'll be there one day
Yeah, and until I get there Baby
All I can do is hope and pray","Well you say you'll stick with me, baby","Well I don't live like a king
And I don't drive a big car
The gypsy woman was right
When she said I would go far
Just wait on time, baby
I'll be there one day
Yeah, and until I get there Baby
All I can do is hope and pray","Well I don't live like a king
And I don't drive a big car
The gypsy woman was right
When she said I would go far
Just wait on time, baby
I'll be there one day
Yeah, and until I get there Baby
All I can do is hope and pray
'Cause I don't live like a king
And I don't drive a big car
"
603,5077543,"Blacker the berry
Sweeter the juice
Yeah, my sisters, I can't refuse or lose
All up on your section, section
Loving your complexion (Ooh)
Baby, you, I choose
Sisters, I'll never refuse
I'm just all up on your section, section (alright)",Loving your complexion (Ooh),"Blacker the berry
Sweeter the juice
Yeah, my sisters, I can't refuse or lose
All up on your section, section
Loving your complexion (Ooh)
Baby, you, I choose
Sisters, I'll never refuse
I'm just all up on your section, section (alright)","Blacker the berry
Sweeter the juice
Yeah, my sisters, I can't refuse or lose
All up on your section, section
Loving your complexion (Ooh)
Baby, you, I choose
Sisters, I'll never refuse
I'm just all up on your section, section (alright)
Loving your complexion (Ooh)
Baby, you, I choose
Sisters,"
604,5526398,"Those were the times we had
Sharing the joy that we thought would last 
Memories of love and affection
Never really was just like a dream
Was it the simple things?
That made me so crazy about you
Was it your charm or your passion?
It’s not hard to believe",I love you and I need you so I,"Those were the times we had
Sharing the joy that we thought would last 
Memories of love and affection
Never really was just like a dream
Was it the simple things?
That made me so crazy about you
Was it your charm or your passion?
It’s not hard to believe but it's hard to believe that you could�","Those were the times we had
Sharing the joy that we thought would last 
Memories of love and affection
Never really was just like a dream
Was it the simple things?
That made me so crazy about you
Was it your charm or your passion?
It’s not hard to believe
You were the one for me
And I was the one for you
I was the one"
605,5627537,"I still feel some way
When you don’t call me
I still feel some way
When you don’t want me
I still feel some way
Why don’t you call me
I think i’m falling down
I’m still looking",Cause you know that i still want the one,"I still feel some way
When you don’t call me
I still feel some way
When you don’t want me
I still feel some way
Why don’t you call me
I think i’m falling down
I’m still looking at you
I still feel some way
Why don’t you call me
","I still feel some way
When you don’t call me
I still feel some way
When you don’t want me
I still feel some way
Why don’t you call me
I think i’m falling down
I’m still looking up
I still feel some way
When you don’t call me
I still feel"
606,7035128,"Ayo, wassup girl?
You lookin’ good as hell right now
I mean, I can’t see you
But I’m just taking an educated guess
And my educated guess
Is that you be lookin’ fine as hell right about now
Yo, you exist tonight?
Give me a call, baby (uh)","Baby, I know that I can be overwhelming","Ayo, wassup girl?
You lookin’ good as hell right now
I mean, I can’t see you
But I’m just taking an educated guess
And my educated guess
Is that you be lookin’ fine as hell right about now
Yo, you exist tonight?
Give me a call, baby (uh)","Ayo, wassup girl?
You lookin’ good as hell right now
I mean, I can’t see you
But I’m just taking an educated guess
And my educated guess
Is that you be lookin’ fine as hell right about now
Yo, you exist tonight?
Give me a call, baby (uh)
I don’t know what you’re talkin’ ‘bout"
607,732644,"How you let a bad motherfucker like you go
How you let a cold ass bitch like you roll
How you didn't see what I see, man I don't know
He must've got a bruise or a bump on his ego
Had 'em slipping, now his bitch gone
And I hope he don't come around here
Playin' like I'm doing right here
I'ma show 'em what to do around here",Have 'em fuckin' real good around here,"How you let a bad motherfucker like you go
How you let a cold ass bitch like you roll
How you didn't see what I see, man I don't know
He must've got a bruise or a bump on his ego
Had 'em slipping, now his bitch gone
And I hope he don't come around here
Playin' like I'm doing right here
I'ma show 'em what to do around here","How you let a bad motherfucker like you go
How you let a cold ass bitch like you roll
How you didn't see what I see, man I don't know
He must've got a bruise or a bump on his ego
Had 'em slipping, now his bitch gone
And I hope he don't come around here
Playin' like I'm doing right here
I'ma show 'em what to do around here
I'ma show 'em what to do around here
I'ma show 'em what"
608,4980912,"Before i been storing my pain inside
I met you and fell in a state of bliss
First time i saw i was tongue-tied
Last thing i wanna get is your kiss
I gotta go through it all
Just to see your eyes
On the way a huge wall
But my angel flies",I dreamed about it,"Before i been storing my pain inside
I met you and fell in a state of bliss
First time i saw i was tongue-tied
Last thing i wanna get is your kiss
I gotta go through it all
Just to see your eyes
On the way a huge wall
But my angel flies through it
And i can't stop crying
I'm so sorry
I'm so sorry","Before i been storing my pain inside
I met you and fell in a state of bliss
First time i saw i was tongue-tied
Last thing i wanna get is your kiss
I gotta go through it all
Just to see your eyes
On the way a huge wall
But my angel flies
I gotta go through it all
Just to see your eyes
On the way a huge wall"
609,6600029,"Sweet baby, our sex has meaning (meaning)
Know this time you'll stay ’til the morning (morning)
Duvet days and vanilla ice cream (ice cream)
More than just one night together exclusively (vely)
Baby, let me be your man
So I can love you
And if you let me be your man
Then I'll take care of you, you","For the rest of my life, for the rest of yours","Sweet baby, our sex has meaning (meaning)
Know this time you'll stay ’til the morning (morning)
Duvet days and vanilla ice cream (ice cream)
More than just one night together exclusively (vely)
Baby, let me be your man
So I can love you
And if you let me be your man
Then I'll take care of you, you'll be mine
I'll be your man, you'll be mine
I'll be your man","Sweet baby, our sex has meaning (meaning)
Know this time you'll stay ’til the morning (morning)
Duvet days and vanilla ice cream (ice cream)
More than just one night together exclusively (vely)
Baby, let me be your man
So I can love you
And if you let me be your man
Then I'll take care of you, you, you
And if you let me be your man
Then I'll take care of you,"
610,5810200,"It’s getting late now the suns going down
Really thought that you’d be here by now
Yeah I waited but
I never found you
Did you get lost somewhere back in the crowd?
Cus I’ve been asking for you ain’t funny now
I’ve been looking everywhere over town
For you babe",You babe,"It’s getting late now the suns going down
Really thought that you’d be here by now
Yeah I waited but
I never found you
Did you get lost somewhere back in the crowd?
Cus I’ve been asking for you ain’t funny now
I’ve been looking everywhere over town
For you babe
I’ve been looking everywhere over town
For you babe
","It’s getting late now the suns going down
Really thought that you’d be here by now
Yeah I waited but
I never found you
Did you get lost somewhere back in the crowd?
Cus I’ve been asking for you ain’t funny now
I’ve been looking everywhere over town
For you babe but I can’t find you
I’ve been looking everywhere over town
For"
611,3568613,"Tell me what you're looking for
Tell me how will you find it?
When you get, it is it worth it?
Is it safe where you hide it?
Can you get it at a college?
Can you save up and buy it?
Do you need to have it given to you
By a girl or a guy?",It's all just the same dream,"Tell me what you're looking for
Tell me how will you find it?
When you get, it is it worth it?
Is it safe where you hide it?
Can you get it at a college?
Can you save up and buy it?
Do you need to have it given to you
By a girl or a guy?","Tell me what you're looking for
Tell me how will you find it?
When you get, it is it worth it?
Is it safe where you hide it?
Can you get it at a college?
Can you save up and buy it?
Do you need to have it given to you
By a girl or a guy?
Tell me what you're looking for
Tell me how will you find it?
When you"
612,4494121,"This is not a typical relation, babe
And this ain't no generic conversation, babe
This is something different and I'm hoping I reveal it
That you get it and you know that I'm not faking, babe
What's up with that? (What's up witchu?)
Got me feeling all the things you make me feel
Got me doing all the things you make me do
What's love?",I don't know all about that yet,"This is not a typical relation, babe
And this ain't no generic conversation, babe
This is something different and I'm hoping I reveal it
That you get it and you know that I'm not faking, babe
What's up with that? (What's up witchu?)
Got me feeling all the things you make me feel
Got me doing all the things you make me do
What's love? What's love? What's love? What's love? What's love? What's love?","This is not a typical relation, babe
And this ain't no generic conversation, babe
This is something different and I'm hoping I reveal it
That you get it and you know that I'm not faking, babe
What's up with that? (What's up witchu?)
Got me feeling all the things you make me feel
Got me doing all the things you make me do
What's love? (What's love?)
Got me feeling all the things you make me feel
Got me doing"
613,3088159,"Hmmm hmmm hmmm hmmm hmmm
Hmmm hmmmhmmm hmmm hmmm hmmm
Black girl, black girl, don’t lie to me
Tell me where did you sleep last night?
In the pines, in the pines where the sun don’t shine
I shivered the whole night through
Black girl, black girl, where will you go?
To the place where the cold winds blow","In the pines, in the pines where the sun don’t shine","Hmmm hmmm hmmm hmmm hmmm
Hmmm hmmmhmmm hmmm hmmm hmmm
Black girl, black girl, don’t lie to me
Tell me where did you sleep last night?
In the pines, in the pines where the sun don’t shine
I shivered the whole night through
Black girl, black girl, where will you go?
To the place where the cold winds blow
Black girl, black girl, where will you go?","Hmmm hmmm hmmm hmmm hmmm
Hmmm hmmmhmmm hmmm hmmm hmmm
Black girl, black girl, don’t lie to me
Tell me where did you sleep last night?
In the pines, in the pines where the sun don’t shine
I shivered the whole night through
Black girl, black girl, where will you go?
To the place where the cold winds blow
Black girl, black girl, don’t lie to me
Tell me where did you"
614,2148418,"Woo, listen
I had too many girls, it's true
But now you got me loving you
I got 525,600 women
They come around and we take 'em all down
Kick 'em out when we finish
They cool, but they not like you
Baby girl, it's just different",And I don't know what I'ma do (Damn),"Woo, listen
I had too many girls, it's true
But now you got me loving you
I got 525,600 women
They come around and we take 'em all down
Kick 'em out when we finish
They cool, but they not like you
Baby girl, it's just different
It's just different
It's just different","Woo, listen
I had too many girls, it's true
But now you got me loving you
I got 525,600 women
They come around and we take 'em all down
Kick 'em out when we finish
They cool, but they not like you
Baby girl, it's just different
You got me loving you
I got 525,600 women
They come around and we take"
615,5173965,"Oh, but I wish that I could get you to see
That if we love each other
If we're patient with each other
If we bring back the compassion with each other
Then we'll see the blessing
Get bigger and better and stronger and greater
Because we were created to be blessed
Everywhere we go it's a paradise",Looks like sunlight and blue skies ready to take off right (Hey),"Oh, but I wish that I could get you to see
That if we love each other
If we're patient with each other
If we bring back the compassion with each other
Then we'll see the blessing
Get bigger and better and stronger and greater
Because we were created to be blessed
Everywhere we go it's a paradise everywhere everywhere everywhere everywhere everywhere","Oh, but I wish that I could get you to see
That if we love each other
If we're patient with each other
If we bring back the compassion with each other
Then we'll see the blessing
Get bigger and better and stronger and greater
Because we were created to be blessed
Everywhere we go it's a paradise
It's a paradise
It's a paradise
It's a paradise
It's a paradise"
616,3529371,"It's just one more day
The lord has kept me (woah-woah-woah)
Oh, don't rush, keep the pace
I'm focused on my goal
I need to tell the story, yeah
Get together in a state to make me great
Even when I fell flat on my face
You gave me grace","Lord knows that, I haven't been an angel and I'm no saint","It's just one more day
The lord has kept me (woah-woah-woah)
Oh, don't rush, keep the pace
I'm focused on my goal
I need to tell the story, yeah
Get together in a state to make me great
Even when I fell flat on my face
You gave me grace, you gave me strength
You gave me hope, you gave me love
You gave me hope","It's just one more day
The lord has kept me (woah-woah-woah)
Oh, don't rush, keep the pace
I'm focused on my goal
I need to tell the story, yeah
Get together in a state to make me great
Even when I fell flat on my face
You gave me grace, you gave me hope
You gave me hope, you gave me life
You gave me life"
617,4374355,"Can't you hear me callin' babe, babe, babe, baby please don't go
Baby don't you know I love, I love, I love, I love you so
And now you've got me all alone, alone and blue
And I'm sittin' here, cryin' over you
Can't you hear me callin' ba-, baby please don't go
Can't you hear me callin' I, I, I, I can't go on
And now you know you've got me cryin', cryin', cryin', I'm all alone
Come on baby, won't you tell me that you're comin' home","You don't want to leave me cryin' here, all alone","Can't you hear me callin' babe, babe, babe, baby please don't go
Baby don't you know I love, I love, I love, I love you so
And now you've got me all alone, alone and blue
And I'm sittin' here, cryin' over you
Can't you hear me callin' ba-, baby please don't go
Can't you hear me callin' I, I, I, I can't go on
And now you know you've got me cryin', cryin', cryin', I'm all alone
Come on baby, won't you tell me that you're comin' home?
Come on baby, won't you tell me that you're comin' home?","Can't you hear me callin' babe, babe, babe, baby please don't go
Baby don't you know I love, I love, I love, I love you so
And now you've got me all alone, alone and blue
And I'm sittin' here, cryin' over you
Can't you hear me callin' ba-, baby please don't go
Can't you hear me callin' I, I, I, I can't go on
And now you know you've got me cryin', cryin', cryin', I'm all alone
Come on baby, won't you tell me that you're comin' home?
Come on baby, won't you tell me that you're comin' home?
"
618,2324974,"Diamonds and, diamonds and gold
Baby, it’s nothing, if you need something
That pussy good enough to buy, how much I owe?
Know I’m good for it, I can put that on everything
I’m talking we could hit the mall and let it flow
Your nigga got you on lock, I got the code, I got it
Baby, keep fronting, you could have it all right now
You know I’m good for it","I'll put you in diamonds and go-o-old, oh, oh,oh","Diamonds and, diamonds and gold
Baby, it’s nothing, if you need something
That pussy good enough to buy, how much I owe?
Know I’m good for it, I can put that on everything
I’m talking we could hit the mall and let it flow
Your nigga got you on lock, I got the code, I got it
Baby, keep fronting, you could have it all right now
You know I’m good for it, I can put that on everything","Diamonds and, diamonds and gold
Baby, it’s nothing, if you need something
That pussy good enough to buy, how much I owe?
Know I’m good for it, I can put that on everything
I’m talking we could hit the mall and let it flow
Your nigga got you on lock, I got the code, I got it
Baby, keep fronting, you could have it all right now
You know I’m good for it, I can put that on everything
I’m talking we could hit the mall and let"
619,3919651,"Baby, I'll always
(Chours)
I'll always love
I'll be right here, will you
Always care
I care for you
I'll always love
I'll be right here, will you","Life is for living, so live it up","Baby, I'll always
(Chours)
I'll always love
I'll be right here, will you
Always care
I care for you
I'll always love
I'll be right here, will you","Baby, I'll always
(Chours)
I'll always love
I'll be right here, will you
Always care
I care for you
I'll always love
I'll be right here, will you
Always care
I care for you
I'll always love
I'll be right here,"
620,7536214,"Lyrics from Snippet
(Perfect!)
Feelings inside, demons inside tryna take over my life, but I can't go for that shit
Like, can I decide?
Is it your pride?
Don't I provide?",Wasting my time...,"Lyrics from Snippet
(Perfect!)
Feelings inside, demons inside tryna take over my life, but I can't go for that shit
Like, can I decide?
Is it your pride?
Don't I provide?
Can I decide?
Is it your pride?
Don't I provide?
Can I","Lyrics from Snippet
(Perfect!)
Feelings inside, demons inside tryna take over my life, but I can't go for that shit
Like, can I decide?
Is it your pride?
Don't I provide?
Is it your pride?
Don't I provide?
Is it your pride?
Don"
621,2025500,"Just touched down on the runway
All white on, no Sunday
Step out wave to the haters
Got 'em saying ""I'mma be rich one day""
But right now is our time and we winning
Lemme pause, go back to beginning
Seen a chick so bad with an ass so fat
Before the plane took off, I was in her","Got her in the mile high club, she a member (member)","Just touched down on the runway
All white on, no Sunday
Step out wave to the haters
Got 'em saying ""I'mma be rich one day""
But right now is our time and we winning
Lemme pause, go back to beginning
Seen a chick so bad with an ass so fat
Before the plane took off, I was in her head
She said, ""I'mma be rich one day""
And I said, ""","Just touched down on the runway
All white on, no Sunday
Step out wave to the haters
Got 'em saying ""I'mma be rich one day""
But right now is our time and we winning
Lemme pause, go back to beginning
Seen a chick so bad with an ass so fat
Before the plane took off, I was in her room
Now I'm in her room, I'm in her room
Now I'm in her"
622,2915839,"Yo, baby
I just want you to know
That I'm down on your love
Maybe we'll get this thing together
All of the things you say you want
All of the things you say you need
(Boy I'm willing)
I'm willing to give you all of me",Now let's take a look at the other side,"Yo, baby
I just want you to know
That I'm down on your love
Maybe we'll get this thing together
All of the things you say you want
All of the things you say you need
(Boy I'm willing)
I'm willing to give you all of me
I'm willing to give you all of me
I'm willing to give you all of me","Yo, baby
I just want you to know
That I'm down on your love
Maybe we'll get this thing together
All of the things you say you want
All of the things you say you need
(Boy I'm willing)
I'm willing to give you all of me
(Boy I'm willing)
I'm willing to give you all of me
(Boy"
623,1551484,"Seconds past so very fast
I was watching perfect time
Let me share each dawn with you
Love you thru the sands of time
Time is precious to so few
Love is rare and hard to find
Won't you take this hand of mine?
Love can span the hands of time","Yes, time is a treasure","Seconds past so very fast
I was watching perfect time
Let me share each dawn with you
Love you thru the sands of time
Time is precious to so few
Love is rare and hard to find
Won't you take this hand of mine?
Love can span the hands of time
I'll never forget you
I'll never forget you
I'll never forget you","Seconds past so very fast
I was watching perfect time
Let me share each dawn with you
Love you thru the sands of time
Time is precious to so few
Love is rare and hard to find
Won't you take this hand of mine?
Love can span the hands of time
Love can last forever
Love can last forever
Love can last forever
Love can last forever"
