,song_id,input,reference,sm_baseline_output,sm_finetuned_output,lg_baseline_output,lg_finetuned_output
423,6046136,"Looking for my babe
I don’t know where she’s been sleeping
I don’t need her for the weekend
I just need her for a day
You can give me love
We can make a trade
I’ve got all this pain to give away
If you’re looking for a break",Baby all my buttons you could push,looking for my babe I don’t know where she’s been sleeping I don’,You can give me love,looking for a babe i don’t know where she’s been sleeping,I’ll give you mine
424,2438568,"While you like rappers who say they cook it and boil it
I'm sitting and ishin' on them just like a toilet
The surprise man, you just spoiled it
Like milk that's over date
I wanna be superman give me the cape
Don't cross me like police yellow tape
Cause I'ma go up like tax percent rates
I'ma put you in shape like a fat man trying to lose weight",Sleepin' on True Greg? Nah that's a mistake,rappers say they cook it and boil it I'm sitting and ishin' on them just,I'ma go up like tax percent rates,i wanna be superman give me the cape don't cross me like police yellow,I'ma make you eat like a pig in
425,4249661,"5 seconds 'til I catch you like a hunta'
5 seconds 'til I hit you like the thunda'
C'mon baby lemme-lemme put you unda'
C'mon baby lemme slide 'to your aura
Aura, A-Aura, A-Aura
Aura, A-Aura, A-Aura
C'mon baby lemme-lemme put you unda'
Oh baby lemme slide 'to your aura",See you lookin' at me from the bar,5 seconds 'til I hit you like the thunda' C'mon baby,"Aura, A-Aura, A-Aura",5 seconds 'til I catch you like a hunta' 5 seconds 't,"Aura, A-Aura, A-Aura"
426,4431225,"Woo!
Let's start purging! (Yeah)
Look at the way I walk, look at the way I talk
Where is the pepper? 'Cause niggas be throwing salt
Mad that I got the sauce, I'ma ball harder
Way harder than Randy Moss, niggas are getting Mossed
Look at my pockets, boy, fatter than Santa Claus
Know that I set it off, count the racks, and","Tell me what's the cost, tell me what's the cost, yeah","Randy Moss, niggas are getting Mossed Look at my pockets, boy, fatter","I'ma ball harder than Randy Moss, niggas are",purge! i'm fatter than santa claus .,"Look at the way I walk, look at the way I talk"
427,3031463,"Why they turn they back on me?
Ayy, tell me why them niggas
Yeah, yeah, yeah, uh-huh, ayy
Let me know if you feel my pain, yeah
To the niggas who turned they back on me, yeah
Hey, tell me why them niggas changed, yeah
And you know got a crawl a little
You can ball a little but maintain",Oh them niggas turned they back on me,"ayy, tell me why them niggas changed, yeah Hey, tell me why",You can ball a little but maintain,"the niggas who turned they back on me, tell me why them niggas changed,",You know got a crawl a little
428,5465551,"It's me and Mac P
Boy you pussy, need a maxi?
(F-f-fuck the other shit, we got Milo on the beats)
Bitch, you see me gettin' fresh like I'm Mac P (Like I'm Mac P)
Probably smokin' on some good like I'm Mac P (Like I'm Mac P)
Probably chillin' in the hood like I'm Mac P (Like I'm Mac P)
That's my baby, that's my dawg, forever lasting (That my baby)
R.I.P, you know I miss you wit' a passion (Wit' a passion)",Whoever thought they would catch my nigga lackin' (Caught em lackin'),"it's me and Mac P Boy you pussy, need a maxi?",You know I miss you wit' a passion (Wit',Mac P is back with a new mixtape . he's back with,You know I miss you wit' a passion (Wit'
429,6816656,"Said I need a hood bitch like Keisha
Let a nigga know if you see her
I ain't tryna fuck her, just leave her
If I find one ima keep her
Need a lil bitch on the side of me
She can play Bonnie & Clyde with me
Need a lil bitch that'll ride for me",One that'll never switch sides on me,she can play Bonnie & Clyde with me Need a lil bitch that,She can play Bonnie & Clyde with me,said i need a hood bitch like keisha . said i,I need a hood bitch like Keisha
430,2444505,"I just wanna be me and you just wanna be you/ If we could just be us then wouldn’t life be true?/ Instead I’m tryna be you and your tryna be me and we’re tryna be them/ But we’re watchin’ the screen and they’re tappin’ the keys/ And we don’t really see them/ We all got problems, but yours look better/ It’s cold out here can I wear your sweater?/ It looks warm over there, it looks warm over there/ They paid to rock those, we payin’ to rock those/ They sayin’ it’s hot though so now we got those/ If we don’t get those there’s no more cool table/ They selling us cruel fables and we just listen’/ Blinded by shiny big things that glisten/ And in the meantime we don’t see what’s missin’/ All this communication there’s no more communicatin’/ They think it’s Real Life, we damn near hallucinatin’/ But how do we stop this?/ How do we take back our conscience?/ They feedin’ us nonsense and we just lovin’ it/ How do we stop this?/ They feedin’ us nonsense and we in love with it/
See the world for what it is and know it hurts/ But whatever way it is you gotta learn/ You gotta stop feedin’ the fame/ Fall into the game and this is the game we play/ Everyday, everyday/The grass is always greener on the other, otherside/ A little bit older, little bit wiser see the light/ Count you blessings only get this one time through this life/ A little bit older, little bit wiser see the light/
Never on standby, never on standby/ Gotta be the man whenever the cams fly/ ‘Cuz what’s deep inside will show on the outside/ You gotta fit in to get in from the outside/ It’s a cold world no Jermaine/ When you goin’ to school no one knowin’ your name/ Til you livin’ that life and you ain’t knowin’ the pain/ And then you come home like Yo son I ain’t goin’ again/ I got no new shit, got no new kicks/ When they see my profile, tell me who clicks/ Being something for someone no that ain’t you kid/ It could make you feel useless it could hurt your pride/ Try to reverse it and it hurts your mind/ And all you wanna do is feel like you are worth inside/ Sometime, sometime, sometimes man it could be the simple things/ ‘Til you at the table realizing what simple brings/ Start thinking I don’t know what simple means/ Why, can't it all be simple please/ But that’s not the way it’s meant to be, I can’t let ‘em get to me/ I can’t let ‘em pressure me, I can’t let ‘em exit me, nope/","It’s crazy how we change our life or change our sights/ To change our rights to change our rate/ But change our place and change our faith/ And change out fate, eventually it change yo’ face/ And then you ain’t the same person you was yesterday/ The old version of you gets away/ Man I’m feelin’, man I’m feelin’ kinda stressed today/ Wish I was feelin’, wish I’m feelin’ kinda blessed today/ It’s fucked up, how much depression ways/ And can’t nobody help you deal with that depression mane/ You gotta keep on and be strong if we gonna be Gods/ There’s so much that we not, but so much that we got to go/ But we got the flow and we got to, we got to keep on with hope/ And we got the boat so we got the flow/ We got to, we got to keep on with hope/","if we could just be us then wouldn’t life be true?/ Instead I’m tryna be you and your tryna be me and we’re tryna be them/ But we’re watchin’ the screen and they’re tappin’ the keys/ And we don’t really see them/ We all got problems, but yours look better/ They sayin’ it’s hot though so now we got those/ They sayin’ it’s hot though so now we got those/ They say",I just wanna be me and you just wanna be you/,if we could just be us then wouldn’t life be true?/ Instead I’m tryna be you and your tryna be them and we’re tryna be them .,"I’m a little bit older, little bit wiser see the"
431,4430324,"Intro:
*base ball announcer*
Koufax goes to the rosen bag and gives it a squeeze and here we go
I'm going to take you out to the Ball Game woah
Welcome to the game folks
Lemonade, Lemonade, Like grandma made
Ice old lemonade
V1: featuring GAPSTER BOBL¥TT",​,"the game features lemonade, lemonade, like grandma made Ice old lemona",I'm going to take you out to the Ball Game woah,"lemonade, lemonade, like grandma made ice old lemonade",I'm going to take you out to the Ball Game woah
432,157572,"You and I are tiny pieces of God
Get out yourself to reach the stars
And shape the world
Okay, I've been very patient lately
Hope, one day, this hell I've painted pays me
If it doesn't? Fock it! Keep it elevated!
Within this self I've created, statements spark a new beginning
They can resurrect my madness, or reveal the true and living",I have all but disconnected with this relative awareness,you and I are tiny pieces of God Get out yourself to reach the stars And shape the world Okay,"I've been very patient lately, I've been very patient lately","i've been very patient lately hope, one day, this hell i've painted","I've been very patient lately, I hope, one day, this"
433,2278668,"Mics, they crumble in my death grip
Ready to rumble, never mumble when I let rip
Ever humble, but I'm fresh as a breath strip
Tongue like a whip, hear the crack when I spit
Holy god, its a swiss cheese jesus
A work of art, so judge me on uniqueness
Never looked or acted my age
Yet they judge the book without flipping a page","My ways, are suede with smoothness","swiss cheese jesus a work of art, so judge me on unique",I'm a swiss cheese jesus,"mics, they crumble in my death grip ready to rumble, never mumble","I'm a king, I'm a queen,"
434,3621444,"I done been a victim, now I'm in a victory
I ain't worried about you muh'fuckas sticking me
Took a couple L's, yeah, but it's fine
I ain't about to let it happen this time
Had some people try to get the best of me
But ain't nobody done that shit successfully
Took a couple L's, yeah, but it's fine
I ain't bout to let it happen this time",Lesson A,it's fine I ain't about to let it happen this time Had some people,Had some people try to get the best of me,"i done been a victim, now i'm in a victory i","I done been a victim, now I'm in a victory"
435,143378,"If I want to sit in and drink Super Tennent's in the day, I will
No one's gonna fuckin' tell me jack
But can you rely on anyone in this world? No, you can't
It's not my fault there's wall-to-wall empty cans
Everyone wanted this to all go wrong for me from the start
It's fucked up that a man's life can just be attacked
Watching This Morning with a beer is much better than relying on
Known cunts for mates I was given that don't have my back",Scott texted me to say he'd have a look at the TV for me,"if I want to drink Super Tennent's in the day, I will No one",I'm a fuckin' fuckin','it's not my fault there's wall-to-wall empty cans',I'm a fuckin' fuckin'
436,5576693,"Welcome to GoodBurger, Home of the GoodBurger, can i take your order ?
Eating steak, i’m eating Philly
Sauce it up i like it chilli
Not too much, i might go trippy
Way to hot i might go dizzy
Got my fries, it’s fully loaded
For my drink i’m drinking soda
Cherry mixed up with the cola",Fuck with Coke but not with Coca,"can i take your order? i'm eating steak, eat Philly Sauce it","I’m drinking soda, i’m drinking soda",goodburger is a burger based restaurant based in london .,"And i’m eating ribs, i’m eating"
437,5777396,"Uhh
Swag on the billy while I milly rag (Yo, Pierre)
Niggas think they good but they really not (Not really)
Been a bad boy with the diddy bop (Take care)
Don´t know where you ride like a city cop
Wishing that niggas left shit, left, right (Left, right)
Cut that way, shit get light
Awesome with the darkness","This night watch yourself, she´ll probably cut your wrist tight (Ow)","niggas left shit, shit get light Awesome with the darkness . shit get","I m a nigga, I m",niggas think they good but they really not (Not really) Don t know where you ride like,"I m a nigga, I m"
438,6906990,"I'm moving, I know I'm headed towards my death, but
It's my home and I'll leave it better than I left yeah
I know it, I got that feeling in my chest
They say I'm better than the rest, but I don't know if
I'm the one in the end that you should idolize
I tried to run and repent, my fate is finalized
My time is done, I pretend I'm facing my demise
But I know, yeah I know, yeah I know",I'm unbroken,"I'm moving, I know I'm headed towards my death, but it's my","I know, yeah I know, yeah","i'm moving, I know I'm headed towards my death, but it's","I'm moving, I know I'm headed towards my death,"
439,4187839,"Yeah
Yeah
Uh
Yeah
Lil' broke ass niggas, man
Yeah
You lil’ niggas look up to peasants, man
Niggas is peasants, man","Damn, Dinero","niggas look up to peasants, man Niggas is peasant","Niggas is peasants, man",yeah yeah uh yeah lil' niggas look up to peasants,You lil’ niggas look up to peasants
440,6874953,"Umm thankyou, I appreciate you a lot too, and umm... we definitely should fuckin' should hangout and chill and do that more often because, it helped me a lot like deadass, and thankyou, I-I don't know what else to say to you, but thankyou. Thankyou
Wake up everyday uh
Slow pace, no ____?
Put it into thoughts, I can't even say it yeah
People wanna judge, they don't wanna ____?
They don't even care, what should I care
Show em' that a nigga been trapped in his own mind
They just wanna walk away like it's all fine","Fuck it, Imma sleep for a while","thankyou Wake up everyday uh Slow pace, no ____? Put it into thoughts, I can't even say it yeah People wanna judge, they don't wanna __",They just wanna walk away like it's all fine,"thankyou Wake up everyday uh Slow pace, no ____? Put it into thoughts, i can't even say it yeah People wanna judge, they don't wanna _",They just wanna walk away like it's all fine
441,4467856,"Still riding through my city with the top down
Focused tryna make it til tomorrow
All this shooting in my city need to stop now
Hope them bullets never hit me on the long road
You know I been tryna balance out these problems
But every time I do they seem to wobble
I see the devil working hard just to make me fall
I pray the lord keep me safe and out of trouble",Niggas talking reckless they gon' make me do regretful thangs,tryna shooting in my city need to stop now Hope they bullets never hit me on the long road .,I pray the lord keep me safe and out of trouble,the shooting in my city need to stop now . i pray the lord keep me safe and out of,I pray the lord keep me safe and out of trouble
442,4685574,"Fuckboy do not fuck with me or I will split you in your head
I been hearing voices, seeing visions of that bloody red
I like it when my haters dead
Catch you sleeping in your bed
Wake you up, aim my nine and blow your brains out with the lead
Imma dog, imma demon
Straight from Satan's semen
Bitch I'm reaping on your city's block",Whats the time? its kill O'clock,fuckboy do not fuck with me or I will split you in your head,I'm reaping on your city's block,fuckboy do not fuck with me or i will split you in your head,Fuckboy do not fuck with me or I will split you
443,4264275,"Why you got me tripping, tripping
So bad, so bad
Why you got me tripping, tripping
So bad, so bad
And swear to god it's not the tears
Not the tears
Why I’m saying I'm sad
And I swear to god it's not tears","No, no","why you got me tripping, tripping So bad, so bad Why you got me",Not the tears,swear to god it's not the tears . i swear to god it's not,Not the tears
444,7279369,"Gosha
Hey Crxmson, where you at?
Ayy, ayy, ayy
Blue eyes, cold heart, stuck up in my head (Head)
Every time you in my mind, wishing I was dead (Dead)
Tried leaving you behind, this shit never end
'Cause you an angel in the skies, all the way from heaven (Pow, pow)
Going solo, 'cause I know we'll never be nun' (Nun')","I feel like Dolo, 'cause this shawty, she a mean one","'Cause you an angel in the skies, all the way from heaven,' says","I'm a shit, I'm a","Crxmson, where are you at? blue eyes, cold heart, stuck up in my","Blue eyes, cold heart, stuck up in my head (Head"
445,3618586,"Fuck that fool
Put his drool on the pavement
Get the payment
From the wallet
From the savings
That's blood money
Put it towards that flaming
Of a cavemen",For the sake of flaming,fool Put his drool on the pavement Get the payment From the wallet From the,I'm a fucking fool,fuck that fool put his drool on the pavement Get the payment From,Fuck that fool
446,5219555,"(Yung Tea)
Yeah, yeah, yeah
(Yung Tea)
I told myself, go get my head out of the jar
Glancin' down but it looks so far
Take my soul and break my heart
Take my soul and break my heart
I told myself, go get my head out of the jar",Glancin' down but it looks so far,"I told myself, go get my head out of the jar Glancin' down but",Glancin' down but it looks so far,yung tea's 'glancin' down but it looks so far',Glancin' down but it looks so far
447,3405171,"It was 2007, my father got himself an '03 Cadillac Escalade
Color white with lots of sick features in it, 9 or 10 years old I was in those days
Watching movies in the back seats with my cousins
Having fun with the cool and warm seat functions
Even just looking out the windows
At just about everything we passed as we went on
To whatever destination we were headed to
That we either knew, or we just rode without a clue","And usually, it would be somewhere worthwhile","'03 Cadillac Escalade Color white with lots of sick features in it, 9 or 10","And I'm a fucker, a fucker",cnn's john sutter recalls riding in his father's 2007,And I'll never forget that day
448,4797955,"Thank you for tuning in to UBN
Yeah, uh
(Uh, oh, oh, oh, uh, oh, oh, oh)
(Uh, oh, oh, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
Yeah! Ayo!
I laid in my bed and thought about everything
The light, dark and the heavy things","The house, the kids, the wedding rings","uBN Yeah, uh (Uh, oh, oh, o","The light, the dark and the heavy things","uh, oh, oh, oh, uh, o",I've been thinking about everything
449,7758683,"7-0-7
Ayy, ayy
Ayy, ayy
Ayy, ayy
Ayy, uh
Ayy, ayy
Ayy, ayy
Ayy, ayy",Ayy,"7-0-7 Ayy, ayy Ayy, ayy","Ayy, ayy, ayy","7-0-7 ayy ayy, ayy ay","Ayy, ayy"
450,5100899,"Oh my God, uh
Oh my God
Oh my, oh my (Oh my)
Feel it in the air
It's gon' be my year
Roll me up some more
Pour me up some more
Roll me up some more",Pour me up some more,"Oh my God Oh my, oh my (Oh my) Feel it in the air It",Roll me up some more,"oh my god, uh Oh my god Oh my, oh my (",Pour me up some more
451,3651561,"Weed that you need
Ain't from the Chinese
Crack's the best
Ask your friend for me please
Unless you got that motherfuckin'
Crista-chronic cut-a-lack
Better get my money back
Put it back in my hundred stack",Flip a track so I get my crack,Unless you got that motherfuckin' Crista-chronic cut-a-l,I'm a fuckin' fuckin',weed that you need ain't from the Chinese crack's the best,Better get my money back
452,3174831,"Let's go
Yeah
One time, one time in it, one time
Deleted your number and threw my phone into the street
Live on the 26th floor, I move out in a week
Got your fucking clothes hanging up, writing the beats
Can't get a single thought across without feeling weak
Swear it's like the hardest part to throw the memories away",All these fucking online posts hemorrhaging me,"Let's go Yeah One time, one time in it, one time Deleted your number","I'm a fucker, I'm a","i've been there, done that, done that . i've been there","I'm a fucking mess, I'm"
453,2841524,"I like my bitches bossy
This Lacoste fit, it cost me
A couple grammys on me now, I'm tryna get 'em off me
I'm tryna get a Grammy
And beach house in Miami
My bitch might need a Beamer
Right now she drive a Camry
That hundred round like family",I ride around with it,"I like my bitches bossy This Lacoste fit, it cost me A couple gramm",I'm tryna get a Grammy,i like my bitches bossy i'm tryna get 'em,I'm tryna get a Grammy
454,3934219,"So I be on tha high-tension wire
So, I be a little bit high right now
Ra-pa-pam-pam
Yeah, the demons start to come
Fuck it, I ain't gonna run
Ra-pa-pam-pam
Yeah, the demons start to come
But fuck it, I ain't gonna run","I tell 'em, ""Ra-pa-pam-pam""","the demons start to come Fuck it, I ain't gonna run",Ra-pa-pam-pam,"the demons start to come but fuck it, i ain't",Ra-pa-pam-pam
455,5732549,"TunnaBeatz.com
You put my heart in a cage
I'm not walkin' away
We're so close
Yet so far
I'm reachin' out to your hands
Only you understand
We're so close",Yet so far,TunnaBeatz.com You put my heart in a cage I'm not,Yet so far I'm reachin' out to your hands,you put my heart in a cage i'm not walkin' away i',Yet so far
456,4121548,"Ah, yah
Working hard till the edges fit
'Cause everybody relies on the fashion trends
Nobody cares about their feelings
Reality is harsh it doesn't give a shit, no
Survival of the fittest, fittest
Making selfies in the mirror, mirror
Upload it, go show it",Maybe get a match on Tinder,'Cause everybody relies on the fashion trends Nobody cares about their feelings Reality is,"I'm a shit, I'm a",'cause everybody relies on the fashion trends' 'cause everybody relies on,"Taking selfies in the mirror, mirror"
457,2172029,"I get a thousand mothafuckas give me 300
That's 300 thousand
I get two thousand mothafuckas give me 300
That's 600 thousand
I get three thousand mothafuckas give me 300
That's 900 thousand
I get four thousand mothafuckas give me 300
That's 1.5 mill, nigga chill",Shit real in the field,300 thousand mothafuckas give me 300 That's 300 thousand I get two thousand,I get a thousand mothafuckas give me 300,mothafuckas give me 300 that's 300 thousand . nigga,I get five thousand mothafuckas give me 300
458,638901,"I'll hold your back...but never hold you back I hold it down
Put it down down for my city with a hand full of titties other hand full of kitty
I'm the man of the city ain't nobody rolling with me
I roll solo man I pass that green like a green light
Solo dolo like we playing water polo
I go so low eat it up in slo mo
Beat it up in reverse when I get up in that thing you know it might hurt but you know I hit it first
I put in work and my work puts out thats the outcome of the income",It don't matter where you're sent from if your scent good,I roll solo man I pass that green like a green light Solo dolo like we playing water polo,I'll hold your back...but never hold you back,i'll hold your back...but never hold you back i'll hold it down...but never hold,I'm the man of the city ain't nobody rolling
459,4081758,"You ain’t heard of me
But you listening;
So Imma get my point across while you listen man
Yes I’m a dissident whose disses could be blistering
And I’m dribbling while I’m fishing for some compliments
So I lost my mind, yes I’m insane
It’s like George Bush and Miley Cyrus did it in my brain
Now I’m planning to switch to the fast lane",Got me so pumped like I was high on some cocaine,Imma get my point across while you listen man Yes I’m a dissident,I’m a dissident whose disses could be blister,"i lost my mind, yes I'm insane It’s like gb and",I’m a dissident whose disses are blistering
460,6068106,"She called late, I never care what her friends say
They the type of people hanging by the Freeway
Rolling doobies post it on their Instagram and flex until they got a job or flex until they got a man
That’s just how it goes, people never work hard, and when they start to hate on me is when I raise the whole bar
Not just rap, but clothing and this movie thing, writing shit while watching shows, cause damn that shits inspiring
And I ain’t never had a full job
If I watch 9-5 probably flip the lot off
As I hand in my resume and see the bitches stare at me","Everybody counting on me, I’m just smoking on some weed","people never work hard, and when they start to hate on me is when I raise the whole bar Not just rap, but clothing and this movie thing, writing s",And I ain’t never had a full job,"i never care what her friends say, i never care what their friends say . when people start to hate on me is when i raise the whole bar,",And I ain’t never had a full time job
461,5566885,"I guess i'm grown now
Thought my way of thinking would be different
""Mr. Profound""
Peep the way I'm living
Make decisions like they don’t count
You ain’t watching Disney little bitch
My shit ain’t toned down
Went from middle fingers to grinning up in my profile",Just don’t look down on me,"I guess my way of thinking would be different ""Mr. Profound"" Peep the","I'm a fucker, a fucker,","i guess i'm grown now Thought my way of thinking would be different ""m","I'm a nigga, I'm a"
462,4136288,"Come and hit you ni**as like a sack, like a sack
Cause y'all ni**as be fumbling the pack, the pack
Had to go run me up a bag, get the bag
Ni**as just talkin they really gassin, they gassin
Cause they not really find no action, no way
These ni**as be fakin they really flagging, so fake
I’m out here really tryna run a bag up okay
I'm just tryna run a bag up okay","Dove up in dat pussy just like woo, woo",fake I’m out here really tryna run a bag up okay I'm just,I'm just tryna run a bag up okay,"come and hit you ni**as like a sack, like a",I'm just tryna run a bag up okay
463,2471502,"Are you sane?
Brain racing with your thoughts. (Thoughts)
That's all you have
Are you here?
Or have you passed?
Who are you?
I'd tell you if you asked
Boy, you a trip",But I ain't mad,Are you sane? Brain racing with your thoughts . I'd tell you,I'd tell you if you asked,(Thoughts) are you sane? brain racing with your thoughts .,"You a trip, you a trip, you a trip"
464,4302504,"When shots go off, nigga, you won't believe that man
It's recording, right?
Let's get it, Trapnanana
Trapnanana 2
Free the man
Flat, flat, flat, flat, boy, you know it's on sight
Keep that stick on me every day, keep that stick on me every night
Catch him good, man, over that jail and them niggas pushin' at night","These niggas, they be on deck, these niggas ain't livin' right","Trapnanana Trapnanana 2 Free the man Flat, flat,","I'm a nigga, I'm a",trapnanana 2 free the man is a nigga classic .,"Keep that stick on me every day, keep that stick on me every night"
465,3836259,"Yeah, Gucci never lose
Gucci never lose, yeah
You are now listening to a Bobby Johnson beat
Damn, lil shorty got me hypnotized (I'm hypnotized)
That lil bitch done got all in my mind (All in my mind)
Roll up the dope 'cause we gon' get so high (Gon' get so high)
I want the smoke, I might just blow your mind
Damn, lil shorty got me hypnotized (I'm hypnotized)",That lil bitch done got all in my mind (All in my mind),lil shorty got me hypnotized (I'm hypnotized),That lil bitch done got all in my mind (All in,lil shorty got me hypnotized (i'm hypnotized),That lil bitch done got all in my mind (All in
466,3416645,"Not to us, not to us, Lord
But to your name, we give glory, glory Lord
Not to us, not to us Lord
But to your name, we give glory, glory Lord
For the sake (For the sake)
Of your love (Of your love)
Let your light shine down on us
For the sake (For the sake)",Of your love (Of your love),"not to us, not to us, Lord But to your name, we give glory, glory Lord",Of your love (Of your love),"not to us, not to us, Lord but to your name, we give glory, glory",Of your love (Of your love)
467,441315,"Ay
I got this shit on lock, won't flop
Know ive been around the block
Yeah you could claim this, or you could claim that
But hear straight facts, man the grind dont stop
Na na na
Now who you wanna see rise to the top
Time ticking, can you point me to the clock",I-I-I-I see em' creeping they look at me trynna plot,"Ay I got this shit on lock, won't flop Know ive been","I got this shit on lock, won't flop","ay i got this shit on lock, won't flop know","Time ticking, can you point me to the clock"
468,4773284,"Hello
Can you hear me?
Yeh, ok
I'd like to order a...
Uh‚ hit the track‚ stash the back‚ uh
Order that, bring it back, yuh
Kilo packs‚ in the back, uh
On the track, get the racks‚ uh","Yeh, mans on a vespa","yuh Kilo packs in the back, uh On the track, get the racks","'Cause I'm a fuckin',","uh, hit the track stash the back uh Order that, bring it back u","Order that, bring it back, yuh"
469,7681947,"Grrt-grrt-grrt-grrt-grrt-grrt
This a V12 engine, I go vroom, vroom, vroom, oh, no, no
This a V12 engine, I go vroom, vroom, vroom
This a V12 engine, I go vroom, vroom, vroom
(Ayo G, you goin' crazy)
This a V12 engine, I go vroom, vroom, vroom (Vroom, vroom)
And I spend this shit on my shoes, what he make in a week
And I'm runnin' with some niggas who was known to get in beef (Ooh, ooh)","When I go, I go the hardest, flow is so retarded","this a V12 engine, I go vroom, vroom, vroom",I'm runnin' with some niggas who was known to get in,"vroom, vroom, vroom (Ayo G, you goin",And I'm fuckin' with a nigg
470,605857,"I rock a party well like there ain't nothin' to it
Made mommy back swell when I sprain nothin' to it
No sitting at my table you ain't bring nothin' to it
Errbody if you able y'all say nothin' to it
Well errbody wanna be the next thing
Errbody wanna turn into the overnight king
But why the hell would I try and do everything
I can't sing, but if I sing on a track I'm just doing my thing",I'm trying to take it where it hasn't been took,errbody wanna be the next thing Errbody wanna turn into the overnight,"I'm just doing my thing, I'm just doing my thing",i rock a party well like there ain't nothin' to it,Errbody wanna be the next thing
471,5580381,"Running off at the mouth, now I'm stranded on the couch
Verbal was hurtful, a fight broke out
Hard-head in construction, buttons were pushed
Now she headed to her cousins house
The studio apartment isn't big enough for two
Move, many money clouds interrupt the view
Eggshells clouding up the room
Elephant stomping on through",What was I to do?,"a fight broke out Hard-head in construction, buttons were pushed, buttons were pushed",I'm stranded on the couch,"i'm running off at the mouth, now i'm stranded on","I'm stranded on the couch, I'm"
472,4181986,"Yeah
It's Low Hanging Fruit
LHF, LHF, LHf
Well connected, well respected (Yeah)
Fuck all your suggestions
I be shining, ain't no question
You could learn some lessons
He be boujee, he be flexing",That's your first impression,"Yeah It's Low Hanging Fruit LHF, LHF, LHf Well connected,","He be boujee, he be flexing","yeah it's low hanging fruit lhf, lhf, lh","He be boujee, he be flexing"
473,3624213,"I say...
Rich man, broke man
Never losing hope, man
Following the crowd is just digging up of holes, man
Know they pushing coca, but we can get you higher
Lighting up your soul is the way to burn the fire
Open up you eyes, tell me what you see
Awon boys, yeah, won wa pelu mi",Stuttering cause you just perceived me,"rich man, broke man Never losing hope, man Follow the crowd is just digging up of holes,","I say... Rich man, broke man","i say... rich man, broke man Never losing hope, man Following the crowd is just digging","Awon boys, yeah, won wa pelu mi"
474,131563,"I'll do anything for you... for you I'll change the world
No more wars, no more poverty, no more hurt, no more pain
You showed me how to love you again, for you I change the world
Pain sing...
If I could change the world
Oh, I would be the sunlight in your universe
Oh, you will think my love was really something good, baby
If I could change, if I could change","If I could change the world, the world, the world, the world",I'll do anything for you... for you I'll change the world No more wars,"If I could change, if I could change",i'll do anything for you... for you i'll change the world .,"If I could change, if I could change"
475,4749926,"Yeah Yeah
Mr  Traumatik
Drum  and Bass
Dark elements
It's time for war
I'm  gonna die for sure
I  faced a hundred enemies
And I survived them all",I  like to brawl,Yeah Yeah Mr Traumatik Drum and Bass Dark elements It's time for war I'm,I'm gonna die for sure,yeah yeah yeah Mr traumatik Drum and bass dark elements . 'i faced a hundred,I'm gonna die for sure
476,6305066,"You sending her DMs, she never gon’ see ‘em, I know that you know, though
For me, though, she feigning, she loving my singing, she come to my show, show
The money got longer, the speaker got louder, I’m living my goals
The cars different colors, I got missile launchers for all of my foes
You know where I’m sitting, the top, you below
This money I’m getting, don’t know where it goes
My songs keep on hitting, the charts, they gon’ blow
I can’t stop, I’m lifting where I just","I don’t stop the grinding, I work harder than all who I oppose","gon’ blow I can’t stop, I’m lifting where I just want to be","I don’t know where it goes, I don’t know where",singer/songwriter j.lo says she's living her goals . money keeps on,"I can’t stop, I’m lifting where I just hit"
477,6780581,"Look
Yo
I talk a lot of crud
I've drawn a lot of blood
He made it out the mud, I'll still put him in the mud
But now he's stuck in it
I'll stuff the clip, rise the stick and touch his wig
I talk a lot of crud",I've drawn a lot of blood,I talk a lot of crud I've drawn a lot of blood He made it,I've drawn a lot of blood,look yo i talk a lot of crud i've drawn a,I've drawn a lot of blood
478,3065348,"I like
You touch me
I like I like like like like
Yea say she wants to pay me what she owes me
Body glisting like she fresh out of arobics
Baby trying to get it poppin and she know it
I’m a gonna let her finish brush it off my heroics
She already knows it like the first thing in the morning",She already wants to motor bike it I can’t even,I like You touch me I like like like like Yea say she wants to pay me what she,I’m a gonna let her finish brush it off my heroics,i like you touch me i like you touch me i like you touch me i,I’m a gonna let her finish brush it off my heroic
479,303138,"Closing up shop and locking doors
Turning up lost in some unknown
Silence so mighty you go deaf
Bombs are going off inside your chest
All my niggas real and All your niggas fake
Yo' bitch she on me, got her wet like the lake
I'm in New York just cooling eating steaks
They all on my dick like Rondo ""Why you drop the rakes?""",Cuz the Bricks is the jakes,all my niggas real and all your niggas fake Yo' bitch she on me,I'm in New York just cooling eating steaks,closing up shop and locking doors Turning up lost in some unknown Silence so mighty you go,I'm in New York just cooling eating steaks
480,5549043,"Check up on me
OooooWooo Womp
I know it's been some months now
I know you feel a way
I wish that I could say how
How I feel today
If you want to call
I'll pick up the phone",If you want to smile,check up on me OooooWooo Womp I know it's been some months,I'll pick up the phone,check up on me ooooo wooo womp it's been some months now,If you want to call I'll pick up the phone
