,song_id,input,reference,sm_baseline_output,sm_finetuned_output,lg_baseline_output,lg_finetuned_output
396,2423413,"Start it off with a little exposition
Take it back to the very beginning
Back in the 80s his daddy was the man
Hustler on the block was a man with a plan
Never smoked crack but Had a crack baby
Sound a lil shady
Cooking up so much it got in his lungs
Pure coke surrounded by guns",Feds came in and raided the home,back in the 80s his daddy was the man Hustler on the block was a man,And he's a lil shady man,his daddy was the man Hustler on the block was a man with a plan,Ain't nobody gonna stop you if you don't
397,3742758,"Get up on the mic I just say fuck em and dismiss em
Still paying no mind cuz I ain't got no competition (none)
Had to keep a distance from the ones who sneak dissing
I done seen you start to change, sold ur life into the system
So when you see the world starting to get cold
Throw shrooms in the cereal and fuck it mix it in a bowl
Serve your competition cold, like every MC that I meet
Talking bout they off the xans but bars is I don't see","I can't fuck with y'all, surround yourself with ghosts",when you see the world starting to get cold Throw shrooms in the cereal and fuck,If you don't know that you're all the fuck,r&b singer is a savage who dissing his competition .,"Ain't gon' change, gon' change if"
398,709343,"When you on my side, I know I’ll be okay
When you on my side, I know I’ll be okay
I’m ready for the good shit comin’ our way
I’m ready for the good shit comin’ our way
When you on my side, I know I’ll be okay
When I’m super fried, I know I’ll be okay
When my conscience on my side, I know I’ll be okay
I’m ready for the good shit comin’ our way",I’m ready for the good shit comin’ our way,"when you on my side, I know I’ll be okay When you on my side, I","When you on my side, I know I’ll be okay","when you on my side, i know I’ll be okay . when my conscience on",I’m ready for the good shit comin’ our
399,2160755,"
I'm not saying I'm Jesus, but I'm saying we go through that type of things every day
We don't part the Red Sea, but we walk through the 'hood without without getting shot ,you know what I mean ?
We don't turn water to wine, but we turn motherfucking dope dope fiends and dope heads into profitable productive citizens
I hate to say it but most of my niggas in prison or jail
They told me it's tough to believe in a God when you living in hell
The guns gets loaded and bodies get dropped in this shit everyday
Your mama's a christian her only position's continue to pray",Crack babies all in the hood and junkies all over the jets,niggas prisoners tell me it's tough to believe in a God when you live in hell,"I'm not saying I'm Jesus, but I'm saying",i hate it but most of my niggas in prison or jail They told me it's tough,I'm a nigga I'm a
400,2967620,"Outside Bengal Spice
Waiting for my six hot wings
His egg fried rice
I'd better-
Know how we lads wang
Yo, yo
If you want the Bs and the whites
Catch him on Central Drive",Outside Bengal Spice waiting for my six hot wings,Outside Bengal Spice Waiting for my six hot wings His egg fried rice I'd better-,He's a shit,outside Bengal spice waiting for my six hot wings . catch him on central drive .,You can't stop 'em
401,6812102,"I been moving calm, don't start no trouble with me
Tryna keep it peaceful is a struggle for me
Don't pull up at 6 AM to cuddle with me
You know how I like it when you—
I don't wanna die for them to miss me
And I see the things that they wishing on me
I hope I got some brothers who outlive me
They can tell the story, shit was different for me","God's plan, God's plan","I started moving calm, don't start no trouble with me Tryna keep it peaceful is",And I hope that I got some brothers who outlive me,"i been moving calm, don't start no trouble with me Tryna keep it peaceful",I hope I got some brothers who'll never leave me
402,6898592,"Shawty she a bad bitch
First up in her comments under caption
You know what it is with me
A grade A diva
Can't nobody keep that hoe
But she put it on the gram for free
(She throw it back like)
But the booty on colossal",I'm trynna bone like fossil,tasmanian crazed by crazed crazed by,She's a good bitch,she's a bad bitch . but the booty on colossal,The booty on colossal
403,3971696,"Young nigga trap in trenches
Mac wit' a beam like Krillins
Serve em a vic through the fences
Gotta beam on extensions
Big 40 might turn to a (?)
When they facing life these niggas start snitchin'
Walk around wit' a chop got me limpin'
Remix yo' man like chemist",James Brown off a xan 'cause I'm feelin' it,niggas start snitchin' Walk around wit' a chop got me,I'm a nigga trap like Krillins,young niggas start snitchin' when they facing life these niggas start,Runnin' through the streets wit' a beam like Kri
404,2465725,"Boy I spit hot bars like a heater, you are Jared Fogle, I'm the rapper eater
Hate when niggas wanna try and steal my style, boy you rocking beaters, my watch from the freezer
I keep making money off of doin features, shouts to NizzMey shouts to Derek Jeeter
I am off the meter, fuck what you gotta say I don't give a fuck so no need to get heated
Ooh, damn, I made you mad? If you is mad? Nigga get glad
I do not like it when haters get sad cause you not hating no you just sitting there sad
Fuck all the fame nigga I'm wanting cash, Love my bitch loving so I clap her ass
I'm stacking up while you niggas get lost after this mixtapes done your whole worlds finna crash","In the old days, Listen nigga I would tell you for days (x2)","rapper eater Hate when niggas wanna try and steal my style, boy you rocking beaters",I'm a nigga who don't wanna,niggas wanna try and steal my style niggas wanna try and steal my style nig,"I'm the real deal, I'm the real deal,"
405,4003326,"Fresh as fuck
Bless above
Don't mess that up
Fresh as fuck
Bless above
Don’t mess that up
You are one of a kind (Kind)
I got you on my mind (Mind)",I've been waiting all night (Night),Fresh as fuck Bless above Don't mess that up You are one of a,You are one of a kind (Kind),fresh as fuck Bless above don't mess that up . you are one of,You are one of a kind (Kind)
406,45013,"Crip niggas Blood niggas, ESE's, Asians
Dominicans, Puerto Ricans, White Boys, Jamaicans
Latin Kings, Disciples, Vice Lords, Haitians
All these motherfuckers been patiently waitin
Since the west coast fell off the streets been watchin
The west coast never fell off I was sleep in Compton
Aftermath been here, the beats been knockin
Nate Dogg still doin his thing DPG still poppin",I got California Love fuckin bitches to that Pac shit,the west coast never fell off the streets been watchin The west coast never fell off I was sleep,The west coast never fell off the streets been watchin,"Crip niggas, ESE's, Asians, white boys, Jamaicans","I'm a dick nigga, I'"
407,6990711,"Know you’re listening, clear your ear with nitroglycerin
Misery loves company, well I’m the chief detriment
Wax poetic in canals with gondolas
Body beats resurrected dollar bin fondlers
The undulating undercurrent at the moment
Is the social entropy following the global unrest
At best the brazen inequality so blatant
And if God is all-powerful, then so must be Satan",We need a leader but the seat is vacant,the social entropy after the global unrest is so blatant And so must be,"And that’s a shame, I’m the only one who",the undulating undercurrent at the moment is the social entropy following the global un,"If God is all-powerful, then so must be Satan"
408,4542956,"I might cause a hurricane if I come through with fifty
Gang good, I'm tryna check the bitch for every penny
She was boostin', now I got her strippin' up in Houston
College girl that fell in love with doing prostitution
The only thing I love is getting to the check
Don't need my entourage with me, ride with Glock to the neck
Puerto Rico for a week, then to Hawaii next
Check my trap and then I'm jumping right back on the jet",Then right back to the 'jects and go tap in with Jets,"check the bitch for every penny I was boostin', now she got her strippin'",And I'm gonna jump right back on the jet,"i might cause a hurricane if i come through with fifty Gang good, i",I'm livin' like a queen and I'm
409,4495800,"Shit, I'm geekin', can't sleep
I'm rollin' off some molly, now your bitch, she want me
All I drink is lean, won't touch it if its clean
And shorty we can box, but I'd rather tote a beam
Shit, I'm geekin', can't sleep
I'm rollin' off some molly, now your bitch, she want me
All I drink is lean, won't touch it if its clean
And shorty we can box, but I'd rather tote a beam",Tell 'em we can box but I'm more the type to shank it out,"Shit, I'm geekin', can't sleep I'm rollin'","Shit, I'm geekin', can't sleep","i'm geekin', can't sleep I'm rollin' off some","Shit, I'm geekin', can't sleep"
410,485513,"Where you gon run boy, when it's war time?
Where you gon run boy, when it's war time?
Niggas sneaking, niggas lurking, niggas plotting
Where you gon run boy, when it's war time?
When it goes down, where you gon hide to? (Hide to)
Young niggas taught Kung Fu
Kick fast cause a lyric can't match you
But you really can't stand a young God (young God)","In your face boy, a spiritual healing","where you gon run boy, when it's war time? Where you gon run boy",You really can't stand a young God (young God),"niggas sneaking, niggas lurking, niggas plotting Where you",You really can't stand a young God (young God)
411,7098269,"Introverted muthafucka straight up out the wastes
Rather be alone than fuck with any of you fakes
People equal shit it’s something I don’t tolerate
Leave me lone, been on my own, now watch me demonstrate
I don’t fuck with none of you so get up out my face
Manipulative muthafuckas in a rat race
Try and get to know me, imma have to catch a case
Cannot think for yourself yeah you all the fuckin same",Trendy fuckin bastards always try and cop some steez,"muthafuckas in a rat race try and get to know me,",Rather be alone than fuck with any of you fakes,Introverted muthafucka straight up out the wastes Rather be alone than,I’m not a fuck with you muthaf
412,4541740,"Fame is gonna haunt you, fame is gonna break you
Fame is gonna make you wish that they had all betrayed you
Fame is gonna taunt you, fame is gonna chase you
If you show a sign of slowin’, they will leave and blame you
Fame is gonna haunt you, fame is gonna break you
Fame is gonna make you wish that they had all betrayed you
The money will not make you, the money it’ll change you
Money keep ‘em switchin’ up, Nintendo how they play you",Since generations of the old don’t wanna seem to listen,"fame is gonna haunt you, fame is gonna break you Fame is gonna make you wish","The money will not make you, the money it’ll change you","fame is gonna haunt you, fame is gonna break you fame is gonna make you wish","Fame is gonna haunt you, fame is gonna break you"
413,6710883,"BMB Deathrow, you ain't real, you a hoe
BMB Deathrow, you ain't real, you a hoe
Bloody ass nigga used to be stuck in da trap
Bloody ass nigga used to be stuck in da trap
(Play that shit back nigga)
(Black Money Boys Deathrow fuck nigga)
Work with the work (Work)
Work with the w-work",Work-work with the work (Work),"you ain't real, you a hoe BMB Deathrow, you",Work with the work (Work),nigga used to be stuck in da trap (Play that shit back nig,Work with the work (Work)
414,3083976,"Lord, why I'm sinning
Evil trending
Hashtagging the tag the tweeter in me
They don't get it like Tony catching the greatest to paint it
And they ain't catching the line the 2080
Oh Lord I ain't even been perfected in creation
Father back to the prayer my haters made me
Bless Kishon, twitter singing AHA!",I had to bring them to the table with the pasta,the tag the twitterer in me is sinning Evil trending Hashtagging the tag,"Bless Kishon, twitter singing AHA!","Lord, why I'm sinning evil trending hashtagging the tag the tweet",AHA!
415,3595555,"Tristan
Can I write my wrongs?
I can't get 'em out my head
I know just what I did and I know just what you said
Hear that from your girl like you're better off dead
Meet me in the underworld but you stay here instead
Know how to really finesse, stuck up in this place again
We could never just be friends, I need you until the end",Come on over make amends even if we just pretend,"I know just what you said. Know how to really finesse, stuck up in this place again",I can't get 'em out my head,tristan is back with a new romance . she's back with a new,But I don't know what to say to you
416,5254567,"Play me some of that suicide pimpin', man
It's the most wanted, most hated, most haunted
Boys that paid the cost, slowly dyin' but I'm flossin'
Looking good, ain't he? Boy bounced back from the dead
My business still shady, I still tiptoe on the ledge
That shit ain't ever changin' (Scarecrow)
I take my chance riding dirty while speedin', lane swangin'
I fuckin' made it to 30 without my neck breakin'",My gun that's holdin' a 30 that got his legs shakin',lane swangin' I fuckin' made it to 30 without my neck,That shit ain't ever changin',"'scarecrow' was a suicide pimp, but now he's","I'm a nigga, I'm a"
417,2016921,"First day, pop a pill I will
Hit my body, got me feeling so chill
I can tell it is a dream turned to reality
Fuck everybody when real life
Realized that I gotta stop sleeping on me
Fuck them bitches from the 102 that shitted on me
Watch me get a private jet while I fly it overseas
Put my niggas VIP, front seats, in the treatment","Y'all good even though I'm a star, this can't be","a pill I will Hit my body, got me feeling so chill I can tell it is","First day, pop a pill I will","niggas VIP, front seats, in the treatment room, in the treatment room and in the",I ain't even fucking with them bitches
418,6032313,"H2O, you made this? (Haha)
G gang, Z gang, put that on gang
(Huehhh, gang)
Aye!
Who the fuck hypin' this nigga up?
He got less than five seconds to split like bananas or I'm lighting this nigga up
Fuck a mask, is you slidin' or what?
Hittin' licks back to back, oh you think you a trapper?",You actually tryin' ya luck,fuck hypin' this nigga up? he got less than five,"Fuck a mask, is you slidin' or what?",nigga's got less than five seconds to split like bananas or i',"Fuck a mask, is you slidin' or what"
419,3387939,"""Over three-hundred fifty tables loaded with pistols, military, hunting, laser-optics, and shooting rifles. Sunday morning, the first fifty paying adults will receive a free stainless lock-blade pocketknife. Don't forget to register for the free custom-built AR-15 being given away by the Bridge Town Gun Shop""
Keep your AR-15, trash knife kept clean
Cross hair laser beam on your Ruger machine
Keep your 9 milli Luger with that hot ass red dot
I'll keep my hatchet, swing-and-go chop
Keep that Colt pipe back or that big Desert Eagle
That weaponry dagger, carve that ass up-reload
9mili Mac10, that musket rifle that pop","And I'll keep my hatchet, swing-and-go chop","the first fifty paying adults will receive a free stainless lock-blade pocketknife . don't forget to register for the free custom-built AR-15 . keep your AR-15, trash knife","I'll keep my gun, you'll keep your 9 milli",first fifty paying adults will receive a free stainless lock-blade pocketknife . don't forget to register for the free custom-built AR-15 being given away by the bridge town gun shop,"I'll keep my .308 Magnum, I'll"
420,3486911,"(We take muziq the fuckin’ extreme around here nigga)
Muziq X, tough set n’a flex
Muziq tech, mage rex with a vex
Muziq X, lucidpress on a hex
Muziq vest, Muziq X
Muziq X, tough set n'a flex (yeah)
Muziq tech, mage rex wita vex (on a uh)
Muziq X, lucidpress on a hex (on a hex)","Muziq vets, rage reps for the steps (for the steps)","muziq X, tough set n’a flex Muziq tech, mag","Muziq vest, Muziq X, tough set n","muziq x, mage rex with a vex Muziq","Muziq vest, Muziq X"
421,3717953,"Just gonna rot in the ground
So quite nights im drowning
Im already dead
You can't find me
So many demons inside me (2x)
Can't sleep
Can't feel
Im sick",Of this shit,can't sleep Can't feel Im already dead You can't find me So quite nights,Can't feel,just nights im drowning im already dead you can't find me . sick can't,Just gonna rot in the ground
422,7350527,"Everything was fine or so I hoped
Swallowed pills like seasons with your ghost
You tell me things I can't imagine
Got me rolled up 'til the morning so I'm saddened
Saddened, Saddened
And looking back I never had a single fuckin regret
Been a while, so wonder, why is it so hard to reset?
You tore me down, still why is it so hard for you to see that?",If I ever see your face again I swear I'm gon get depressed,you tore me down and why is it so hard to see that? You tore me down,'Cause I've been fuckin with you,i've never had a single fuckin regret . i've,"You know I'm not the one, so why can't you"
423,6046136,"Looking for my babe
I don’t know where she’s been sleeping
I don’t need her for the weekend
I just need her for a day
You can give me love
We can make a trade
I’ve got all this pain to give away
If you’re looking for a break",Baby all my buttons you could push,I don’t know where she’s been sleeping I don’t need her for the weekend,I just need her for a day,i don’t know where she’s been sleeping i don’t need her for,If you’re looking for a friend
424,2438568,"While you like rappers who say they cook it and boil it
I'm sitting and ishin' on them just like a toilet
The surprise man, you just spoiled it
Like milk that's over date
I wanna be superman give me the cape
Don't cross me like police yellow tape
Cause I'ma go up like tax percent rates
I'ma put you in shape like a fat man trying to lose weight",Sleepin' on True Greg? Nah that's a mistake,rappers like you like rappers who say they cook it and boil it I'm sitting and,"And if you're a man, you don't want to",rapper lil wayne is a big fan of the song . it's,I'ma eat you up like a steakhouse
425,4249661,"5 seconds 'til I catch you like a hunta'
5 seconds 'til I hit you like the thunda'
C'mon baby lemme-lemme put you unda'
C'mon baby lemme slide 'to your aura
Aura, A-Aura, A-Aura
Aura, A-Aura, A-Aura
C'mon baby lemme-lemme put you unda'
Oh baby lemme slide 'to your aura",See you lookin' at me from the bar,5 seconds 'til I hit you like the thunda' C'mon baby,"Aura, A-Aura, A-Aura",5 seconds 'til I catch you like a hunta' 5 seconds 't,"Aura, A-Aura, A-Aura"
426,4431225,"Woo!
Let's start purging! (Yeah)
Look at the way I walk, look at the way I talk
Where is the pepper? 'Cause niggas be throwing salt
Mad that I got the sauce, I'ma ball harder
Way harder than Randy Moss, niggas are getting Mossed
Look at my pockets, boy, fatter than Santa Claus
Know that I set it off, count the racks, and","Tell me what's the cost, tell me what's the cost, yeah","niggas are getting niggas are getting Mossed Look at my pockets, boy, fat","Look at the way I walk, look at the way I talk","niggas be throwing salt, not pepper, says niggas . niggas are","Look at the way I walk, look at the way I talk"
427,3031463,"Why they turn they back on me?
Ayy, tell me why them niggas
Yeah, yeah, yeah, uh-huh, ayy
Let me know if you feel my pain, yeah
To the niggas who turned they back on me, yeah
Hey, tell me why them niggas changed, yeah
And you know got a crawl a little
You can ball a little but maintain",Oh them niggas turned they back on me,"tell me why they niggas changed, yeah Hey, tell me why they changed, yeah And","I ain't a nigga, but you","ayy, tell me why them niggas turned they back on me, yeah",You know got a crawl a little
428,5465551,"It's me and Mac P
Boy you pussy, need a maxi?
(F-f-fuck the other shit, we got Milo on the beats)
Bitch, you see me gettin' fresh like I'm Mac P (Like I'm Mac P)
Probably smokin' on some good like I'm Mac P (Like I'm Mac P)
Probably chillin' in the hood like I'm Mac P (Like I'm Mac P)
That's my baby, that's my dawg, forever lasting (That my baby)
R.I.P, you know I miss you wit' a passion (Wit' a passion)",Whoever thought they would catch my nigga lackin' (Caught em lackin'),"it's me and Mac P Boy you pussy, need a maxi?","Bitch, you see me gettin' fresh like I'm","it's me and mac p boy you pussy, need a maxi?",Like I'm Mac P (Like I'm Mac P)
429,6816656,"Said I need a hood bitch like Keisha
Let a nigga know if you see her
I ain't tryna fuck her, just leave her
If I find one ima keep her
Need a lil bitch on the side of me
She can play Bonnie & Clyde with me
Need a lil bitch that'll ride for me",One that'll never switch sides on me,she can play Bonnie & Clyde with me Need a lil bitch that,"I can't fuck her, I'm not a",said i need a hood bitch like keisha let a nig,I need a hood bitch like Keisha
430,2444505,"I just wanna be me and you just wanna be you/ If we could just be us then wouldn’t life be true?/ Instead I’m tryna be you and your tryna be me and we’re tryna be them/ But we’re watchin’ the screen and they’re tappin’ the keys/ And we don’t really see them/ We all got problems, but yours look better/ It’s cold out here can I wear your sweater?/ It looks warm over there, it looks warm over there/ They paid to rock those, we payin’ to rock those/ They sayin’ it’s hot though so now we got those/ If we don’t get those there’s no more cool table/ They selling us cruel fables and we just listen’/ Blinded by shiny big things that glisten/ And in the meantime we don’t see what’s missin’/ All this communication there’s no more communicatin’/ They think it’s Real Life, we damn near hallucinatin’/ But how do we stop this?/ How do we take back our conscience?/ They feedin’ us nonsense and we just lovin’ it/ How do we stop this?/ They feedin’ us nonsense and we in love with it/
See the world for what it is and know it hurts/ But whatever way it is you gotta learn/ You gotta stop feedin’ the fame/ Fall into the game and this is the game we play/ Everyday, everyday/The grass is always greener on the other, otherside/ A little bit older, little bit wiser see the light/ Count you blessings only get this one time through this life/ A little bit older, little bit wiser see the light/
Never on standby, never on standby/ Gotta be the man whenever the cams fly/ ‘Cuz what’s deep inside will show on the outside/ You gotta fit in to get in from the outside/ It’s a cold world no Jermaine/ When you goin’ to school no one knowin’ your name/ Til you livin’ that life and you ain’t knowin’ the pain/ And then you come home like Yo son I ain’t goin’ again/ I got no new shit, got no new kicks/ When they see my profile, tell me who clicks/ Being something for someone no that ain’t you kid/ It could make you feel useless it could hurt your pride/ Try to reverse it and it hurts your mind/ And all you wanna do is feel like you are worth inside/ Sometime, sometime, sometimes man it could be the simple things/ ‘Til you at the table realizing what simple brings/ Start thinking I don’t know what simple means/ Why, can't it all be simple please/ But that’s not the way it’s meant to be, I can’t let ‘em get to me/ I can’t let ‘em pressure me, I can’t let ‘em exit me, nope/","It’s crazy how we change our life or change our sights/ To change our rights to change our rate/ But change our place and change our faith/ And change out fate, eventually it change yo’ face/ And then you ain’t the same person you was yesterday/ The old version of you gets away/ Man I’m feelin’, man I’m feelin’ kinda stressed today/ Wish I was feelin’, wish I’m feelin’ kinda blessed today/ It’s fucked up, how much depression ways/ And can’t nobody help you deal with that depression mane/ You gotta keep on and be strong if we gonna be Gods/ There’s so much that we not, but so much that we got to go/ But we got the flow and we got to, we got to keep on with hope/ And we got the boat so we got the flow/ We got to, we got to keep on with hope/","if we could just be us then wouldn’t life be true?/ instead I’m tryna be you and your tryna be me and we’re tryna be them . but we’re watchin’ the screen and they’re tappin’ the keys . we all got problems, but yours look better .",I don’t wanna be me and you just wanna be you,"i just wanna be me and you just wanna be you/ If we could just be us then wouldn’t life be true?/ Instead I’m tryna be you and your tryna be you and we’re tryna be them and we don’t really see them/ We all got problems, but yours look better/ It’s cold out here can I wear your sweater?/ It looks warm over there, it looks warm over there/ They paid to rock those, we payin’ to rock those",I just wanna be me and you just wanna be me/
431,4430324,"Intro:
*base ball announcer*
Koufax goes to the rosen bag and gives it a squeeze and here we go
I'm going to take you out to the Ball Game woah
Welcome to the game folks
Lemonade, Lemonade, Like grandma made
Ice old lemonade
V1: featuring GAPSTER BOBL¥TT",​,"the game folks Lemonade, Lemonade, Like grandma made Ice old lemona",I'm going to take you out to the Ball Game woah,"lemonade, lemonade, like grandma made ice old lemonade","BOBLTT, BOBLTT, BOBLTT,"
432,157572,"You and I are tiny pieces of God
Get out yourself to reach the stars
And shape the world
Okay, I've been very patient lately
Hope, one day, this hell I've painted pays me
If it doesn't? Fock it! Keep it elevated!
Within this self I've created, statements spark a new beginning
They can resurrect my madness, or reveal the true and living",I have all but disconnected with this relative awareness,you and I are tiny pieces of God Get out yourself to reach the stars And shape the world Okay,"I've been so patient lately, and I've been very patient","the words ""i've been very patient lately hope, one day, this hell i'","I'm a skeptic, but I'm"
433,2278668,"Mics, they crumble in my death grip
Ready to rumble, never mumble when I let rip
Ever humble, but I'm fresh as a breath strip
Tongue like a whip, hear the crack when I spit
Holy god, its a swiss cheese jesus
A work of art, so judge me on uniqueness
Never looked or acted my age
Yet they judge the book without flipping a page","My ways, are suede with smoothness","swiss cheese jesus a work of art, so judge me on unique","It's a work of art, so judge me on uniqueness","mics, they crumble in my death grip ready to rumble, never mumble","I'm a work of art, so judge me on uniqueness"
434,3621444,"I done been a victim, now I'm in a victory
I ain't worried about you muh'fuckas sticking me
Took a couple L's, yeah, but it's fine
I ain't about to let it happen this time
Had some people try to get the best of me
But ain't nobody done that shit successfully
Took a couple L's, yeah, but it's fine
I ain't bout to let it happen this time",Lesson A,it's fine I ain't about to let it happen this time Had some people,Had some people try to get the best of me,there's no such thing as a 'victim' now there's a,"I done been a victim, now I'm in a victory"
435,143378,"If I want to sit in and drink Super Tennent's in the day, I will
No one's gonna fuckin' tell me jack
But can you rely on anyone in this world? No, you can't
It's not my fault there's wall-to-wall empty cans
Everyone wanted this to all go wrong for me from the start
It's fucked up that a man's life can just be attacked
Watching This Morning with a beer is much better than relying on
Known cunts for mates I was given that don't have my back",Scott texted me to say he'd have a look at the TV for me,can you rely on anyone in this world? it's not my fault there's wall,But I can't wait to see if I can't do,he's not my fault there's wall-to-wall empty cans .,I was given that don't have my back
436,5576693,"Welcome to GoodBurger, Home of the GoodBurger, can i take your order ?
Eating steak, i’m eating Philly
Sauce it up i like it chilli
Not too much, i might go trippy
Way to hot i might go dizzy
Got my fries, it’s fully loaded
For my drink i’m drinking soda
Cherry mixed up with the cola",Fuck with Coke but not with Coca,can i take your order? i'm drinking soda cherry mixed up with the cola,"I’m a man, i’m a man,","goodburger is home of the goodburger . i'm eating steak, i'","I’m on a mission, I’m on a mission"
437,5777396,"Uhh
Swag on the billy while I milly rag (Yo, Pierre)
Niggas think they good but they really not (Not really)
Been a bad boy with the diddy bop (Take care)
Don´t know where you ride like a city cop
Wishing that niggas left shit, left, right (Left, right)
Cut that way, shit get light
Awesome with the darkness","This night watch yourself, she´ll probably cut your wrist tight (Ow)","niggas left shit, left, right (Left, right) Cut that way .",Don t even know where you ride like a city cop,niggas think they good but they really not (Not really) Been a bad boy with the did,"I m just a nigga, I"
438,6906990,"I'm moving, I know I'm headed towards my death, but
It's my home and I'll leave it better than I left yeah
I know it, I got that feeling in my chest
They say I'm better than the rest, but I don't know if
I'm the one in the end that you should idolize
I tried to run and repent, my fate is finalized
My time is done, I pretend I'm facing my demise
But I know, yeah I know, yeah I know",I'm unbroken,"I know, yeah I know, yeah I know, yeah I know, yeah I know, yeah","I know it, I got that feeling in my chest","i'm moving, I know I'm headed towards my death, but it's","I'm moving, I know I'm headed towards my death,"
439,4187839,"Yeah
Yeah
Uh
Yeah
Lil' broke ass niggas, man
Yeah
You lil’ niggas look up to peasants, man
Niggas is peasants, man","Damn, Dinero","niggas look up to peasants, man Niggas is peasant","Niggas is peasants, man",yeah yeah uh yeah lil' niggas look up to peasants,"Niggas is peasants, man"
440,6874953,"Umm thankyou, I appreciate you a lot too, and umm... we definitely should fuckin' should hangout and chill and do that more often because, it helped me a lot like deadass, and thankyou, I-I don't know what else to say to you, but thankyou. Thankyou
Wake up everyday uh
Slow pace, no ____?
Put it into thoughts, I can't even say it yeah
People wanna judge, they don't wanna ____?
They don't even care, what should I care
Show em' that a nigga been trapped in his own mind
They just wanna walk away like it's all fine","Fuck it, Imma sleep for a while","thankyou Wake up everyday uh Slow pace, no ____? Put it into thoughts, I can't even say it yeah People wanna judge, they don't wanna __","I don't know what else to say to you, but thankyou","the nigerian singer thanks his fans for their support . people wanna judge, they don't wanna ____? They don't even care, what should I care Show e",Show em' that a nigga been trapped in
441,4467856,"Still riding through my city with the top down
Focused tryna make it til tomorrow
All this shooting in my city need to stop now
Hope them bullets never hit me on the long road
You know I been tryna balance out these problems
But every time I do they seem to wobble
I see the devil working hard just to make me fall
I pray the lord keep me safe and out of trouble",Niggas talking reckless they gon' make me do regretful thangs,tryna trying to balance out these problems but . every time I do they seem to wobble I see the,I pray the lord keep me safe and out of trouble,the shooting in my city need to stop now . i see the devil working hard just to make me fall,I pray the lord keep me safe and out of trouble
442,4685574,"Fuckboy do not fuck with me or I will split you in your head
I been hearing voices, seeing visions of that bloody red
I like it when my haters dead
Catch you sleeping in your bed
Wake you up, aim my nine and blow your brains out with the lead
Imma dog, imma demon
Straight from Satan's semen
Bitch I'm reaping on your city's block",Whats the time? its kill O'clock,fuckboy do not fuck with me or I will split you in your head,I'm reaping on your city's block,fuckboy do not fuck with me or i will split you in your head,Bitch I'm reaping on your city's block
443,4264275,"Why you got me tripping, tripping
So bad, so bad
Why you got me tripping, tripping
So bad, so bad
And swear to god it's not the tears
Not the tears
Why I’m saying I'm sad
And I swear to god it's not tears","No, no","why you got me tripping, tripping So bad, so bad Why you got me",Not the tears,swear to god it's not the tears . i swear to god it's not,Not the tears
444,7279369,"Gosha
Hey Crxmson, where you at?
Ayy, ayy, ayy
Blue eyes, cold heart, stuck up in my head (Head)
Every time you in my mind, wishing I was dead (Dead)
Tried leaving you behind, this shit never end
'Cause you an angel in the skies, all the way from heaven (Pow, pow)
Going solo, 'cause I know we'll never be nun' (Nun')","I feel like Dolo, 'cause this shawty, she a mean one","gosha Hey Crxmson, where you at? ayy, a","Ayy, ayy, ayy,","'cause you an angel in the skies, all the way from heaven (Pow,","I don't want to be alone (Ayy, a"
445,3618586,"Fuck that fool
Put his drool on the pavement
Get the payment
From the wallet
From the savings
That's blood money
Put it towards that flaming
Of a cavemen",For the sake of flaming,fool Put his drool on the pavement Get the payment From the wallet From the,"And a cavemen, a cavemen, a cavemen",fuck that fool put his drool on the pavement Get the payment From,And I'm on a mission
446,5219555,"(Yung Tea)
Yeah, yeah, yeah
(Yung Tea)
I told myself, go get my head out of the jar
Glancin' down but it looks so far
Take my soul and break my heart
Take my soul and break my heart
I told myself, go get my head out of the jar",Glancin' down but it looks so far,"I told myself, go get my head out of the jar Glancin' down but",Glancin' down but it looks so far,"yung tea's ""glancin' down but it looks so far"" is",Glancin' down but it looks so far
447,3405171,"It was 2007, my father got himself an '03 Cadillac Escalade
Color white with lots of sick features in it, 9 or 10 years old I was in those days
Watching movies in the back seats with my cousins
Having fun with the cool and warm seat functions
Even just looking out the windows
At just about everything we passed as we went on
To whatever destination we were headed to
That we either knew, or we just rode without a clue","And usually, it would be somewhere worthwhile","'03 Cadillac Escalade Color white with lots of sick features in it, 9 or 10",It's been three years since I'm a child,sarah mccartney grew up riding around in a ',That we were driving 'til we got tired of it
448,4797955,"Thank you for tuning in to UBN
Yeah, uh
(Uh, oh, oh, oh, uh, oh, oh, oh)
(Uh, oh, oh, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
Yeah! Ayo!
I laid in my bed and thought about everything
The light, dark and the heavy things","The house, the kids, the wedding rings","UBN Yeah, uh (Uh, oh, oh, oh","The light, the dark and the heavy things","the light, dark and the heavy things i laid in my bed and thought about everything The light, dark",I can't help but think about the things that I don't
449,7758683,"7-0-7
Ayy, ayy
Ayy, ayy
Ayy, ayy
Ayy, uh
Ayy, ayy
Ayy, ayy
Ayy, ayy",Ayy,"7-0-7 Ayy, ayy Ayy, ayy","Ayy, ayy, ayy","ayy ayy, ayy ayy, a","Ayy, ayy"
450,5100899,"Oh my God, uh
Oh my God
Oh my, oh my (Oh my)
Feel it in the air
It's gon' be my year
Roll me up some more
Pour me up some more
Roll me up some more",Pour me up some more,"Oh my God Oh my, oh my (Oh my) Feel it in the air It",Roll me up some more,"it's gon' be my year . oh my god, uh",Pour me up some more
